audio_id,source_csv,local_audio_path,input_file_path,model,common_name,scientific_name,confidence,start_time,end_time
4_2MM06988_20250418_164500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250418_164500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250418_164500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250418_164500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.99850994348526,27.0,30.0
4_2MM06988_20250418_164500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250418_164500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250418_164500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250418_164500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.999030590057373,51.0,54.0
4_2MM06988_20250418_165000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250418_165000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250418_165000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250418_165000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9998759031295776,39.0,42.0
4_2MM06988_20250419_094000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250419_094000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250419_094000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250419_094000.wav,birdnet,Spix's Spinetail,Synallaxis spixi,0.9986674785614014,36.0,39.0
4_2MM06988_20250419_100000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250419_100000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250419_100000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250419_100000.wav,birdnet,Yellow-headed Caracara,Milvago chimachima,0.9998061060905457,0.0,3.0
4_2MM06988_20250419_100000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250419_100000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250419_100000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250419_100000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.999907374382019,9.0,12.0
4_2MM06988_20250419_100000,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250419_100000.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250419_100000.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250419_100000.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9998167157173157,54.0,57.0
4_2MM06988_20250419_101500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250419_101500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250419_101500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250419_101500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9984891414642334,6.0,9.0
4_2MM06988_20250419_101500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250419_101500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250419_101500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250419_101500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9979812502861023,9.0,12.0
4_2MM06988_20250419_102500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250419_102500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250419_102500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250419_102500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9996680021286011,9.0,12.0
4_2MM06988_20250419_102500,Assets/slice_2_acoustic_data/Audio/Audio/output/4_2MM06988_20250419_102500.csv,Assets/slice_2_acoustic_data/Audio/Audio/4_2MM06988_20250419_102500.wav,vale/MAC/slice_2/acoustic-data/Audio/Audio/4_2MM06988_20250419_102500.wav,birdnet,Cliff Flycatcher,Hirundinea ferruginea,0.9995933175086975,15.0,18.0
